pair	label
squat :: squatty	0
keychain :: key	0
kart :: gokart	0
violin :: fiddle	2
boardshort :: short	1
exercising :: exercise	2
hawaiian :: hawaii	2
softball :: baseball	0
cw :: clockwise	0
nurse :: sip	0
lampe :: lamp	0
sandal :: sandle	1
barbell :: barbel	1
swimsuit :: swimmer	0
sculpting :: sculpture	0
garden :: yard	2
blonde :: blond	2
zippered :: zipped	2
driving :: drive	0
sunrise :: dawn	2
brake :: stop	0
03 :: 3	0
auntie :: aunt	2
rinse :: rinsing	2
belly :: tummy	2
translator :: translate	2
sunhat :: hat	1
relax :: relaxing	2
5th :: fifth	2
piece :: bit	0
sleepwear :: pajama	2
assortment :: assorted	2
2nd :: two	0
organization :: organisation	2
slim :: slender	2
gift :: giving	0
protector :: protectir	1
seed :: semilla	0
crystal :: cristale	1
pipettor :: pipette	0
fly :: wing	0
1960 :: 60	0
baptism :: baptismal	2
fisherman :: angler	2
washroom :: bathroom	2
banner :: streamer	0
write :: save	0
cooktop :: stovetop	2
zelia :: stroller	0
relief :: ease	0
pacifier :: binky	2
spring :: leap	0
projector :: proyector	1
cover :: binding	0
cook :: chef	1
middle :: center	2
shifter :: gearshift	2
bumblebee :: bee	1
moon :: satellite	0
airplane :: plane	2
tan :: burn	0
buy :: purchase	0
cellphone :: smartphone	0
ultra :: extreme	2
bearpaw :: bear	0
crimp :: crimper	0
brooch :: broch	1
lighted :: illuminated	2
flavor :: flavoring	0
prayer :: praying	0
8 :: viii	0
faux :: false	2
ornament :: decorate	0
wool :: fleece	0
john :: toilet	0
tier :: stratum	0
sing :: singing	2
2003 :: 03	0
alert :: alarm	2
canadien :: canuck	2
wife :: husband	0
cord :: twine	0
shelter :: sanctuary	0
crew :: clique	0
laundry :: washable	0
ceramic :: ceramica	1
insect :: bug	2
grandmother :: baba	0
detox :: detoxing	2
pad :: pada	0
battery :: batery	1
stabilizer :: stabiliser	2
sensor :: senser	1
perfume :: parfume	2
7rl :: tattoo	0
machine :: machin	1
cellular :: cellphone	0
bucket :: pail	2
engine :: drive	0
picture :: image	0
charge :: charging	0
lighted :: lit	0
shower :: rainshower	0
powder :: gunpowder	0
circle :: round	0
cab :: taxi	2
gas :: gasoline	2
bag :: sack	2
drug :: medicine	2
journal :: diary	2
miniature :: minature	1
thirteenth :: thirteen	0
eggplant :: aubergine	0
pregnant :: expecting	2
bull :: pitbull	0
exfoliating :: exfoliation	1
1999 :: 99	0
digit :: number	2
curtain :: drape	2
computer :: computadora	2
paw :: hand	0
vaginal :: vaginial	1
racket :: racquet	2
ornament :: decoration	0
saddle :: seat	0
dye :: coloring	1
phantom :: ghost	2
machine :: maquina	2
fancy :: illusion	0
mosquito :: mosqito	1
cooker :: stove	2
cuisine :: kitchen	0
agenda :: schedule	2
halloween :: haloween	1
individual :: single	2
supplement :: suplemento	2
two :: second	0
second :: two	0
vitality :: energy	0
salmon :: lox	0
bookshelf :: bookcase	2
vitamin :: supplement	1
panty :: panite	1
mayo :: mayonnaise	2
wallpaper :: wall paper	2
stopper :: plug	2
lace :: lacing	0
panther :: cougar	0
gaming :: gamer	2
carabiner :: caribiner	1
axe :: axes	2
sdxc :: sd	0
13 :: thirteen	0
kindergarten :: preschool	0
disco :: nightclub	2
student :: scholar	2
snowfall :: snow	0
speedometer :: spedometer	1
dinosaur :: dinasour	1
lense :: len	0
tissue :: kleenex	0
bodybuilding :: weightlifting	2
wired :: corded	0
polish :: class	0
house :: family	0
fuzzy :: fluffy	0
7 :: 7th	0
mixing :: mix	0
keepsake :: memento	2
crawling :: crawl	2
pipe :: tube	0
voltmeter :: ammeter	0
love :: happy	0
3 :: third	0
magic :: sorcery	0
mac :: mcintosh	0
coconut :: coco	0
valance :: valence	0
coffe :: coffee	0
hiking :: backpacking	0
assorted :: assortment	2
ten :: x	0
sweatshirt :: sweater	0
welder :: welding	0
handbag :: purse	2
essential :: indispensable	1
pull :: puff	0
handkerchief :: hankie	2
railing :: rail	0
mom :: mother	2
fl :: florida	0
bingo :: lotto	0
mom :: ma	2
history :: chronicle	0
swivel :: pivot	0
cupboard :: sideboard	0
saxophone :: saxaphone	1
toilet :: head	0
compass :: range	0
get :: catch	0
clay :: mud	0
glass :: glasse	1
smile :: smiling	3
scenery :: scene	0
acoustic :: acoustical	2
rock :: stone	2
postpartum :: partum	2
2004 :: 04	0
hidden :: underground	0
golden :: gold	2
cabinet :: cabinent	1
charge :: charger	0
raccoon :: racoon	1
finger :: thumb	0
chamber :: room	0
measuring :: measurement	2
canada :: canadian	2
calorie :: calory	1
stainless :: stainle	1
gigabit :: gb	0
guard :: gard	1
craftsman :: craftman	1
decor :: decorative	0
protable :: portable	9
easel :: easle	1
lubricant :: lubricate	1
lamp :: lampara	1
golf :: golfing	2
light :: loght	1
heating :: heat	0
number :: digit	2
seat :: place	0
inflatable :: blowup	2
headband :: handband	0
antenna :: antena	1
multiple :: manifold	0
seven :: 7th	2
pottery :: earthenware	2
bbq :: barbecue	2
vet :: veterinary	2
signal :: sign	0
nut :: nutty	0
temperature :: termometer	1
legend :: cover	0
flight :: flying	2
insect :: bug	1
remote :: outside	0
wrench :: spanner	2
five :: 5	0
external :: international	0
feeling :: spirit	0
idea :: mind	0
fill :: filler	0
xiii :: 13	0
journal :: jornal	1
measurement :: measuring	2
album :: disc	0
pulse :: heartbeat	2
cleansing :: purifying	2
pop :: popping	0
need :: want	0
handwriting :: manuscript	0
give :: gift	0
foam :: fome	1
potholder :: holder	0
corduroy :: cord	0
rifle :: gun	1
hoop :: ring	0
outside :: exterior	2
background :: backdrop	2
butterfly :: dragonfly	0
game :: gane	1
sealer :: sealant	2
yamaha :: yahama	1
therapeutic :: therapy	2
dark :: midnight	0
code :: encode	0
molding :: moulding	2
seam :: bed	0
drink :: drinking	0
arch :: arc	0
hammock :: hammack	1
bayblade :: beyblade	1
alligator :: aligator	1
squeeze :: squeezer	2
coin :: bit	0
yield :: return	0
tassel :: tassle	1
workout :: exercise	2
tie :: sleeper	0
car :: gondola	0
professional :: pro	2
decoration :: decoracion	2
woodworking :: joinery	0
bunny :: rabbit	2
motivational :: inspirational	2
donkey :: fish	0
headlamp :: headlight	0
ballerina :: ballet	2
driveway :: drive	0
woo :: wu	0
true :: real	0
outerwear :: clothing	1
sweater :: clothe	1
custom :: customized	2
jelly :: jam	2
heal :: cure	0
climber :: vine	0
retirement :: departure	0
sprocket :: sproket	1
brooch :: broach	2
latkan :: indian	0
frame :: cast	0
skinny :: thin	2
gap :: opening	0
peace :: serenity	0
tarp :: tarpaulin	2
filling :: fill	0
ear :: spike	0
box :: boxed	0
bridal :: wedding	1
liberty :: freedom	2
twenty :: xx	0
apartment :: flat	0
eye :: eyeball	0
themed :: theme	2
throttle :: accelerator	2
voice :: sound	0
jelly :: jello	0
slimmer :: slimming	0
speakerphone :: phone	0
loose :: free	0
hard :: difficult	2
lustaled :: led	0
pajama :: sleepwear	2
magenta :: fuchsia	2
shepherd :: shepard	1
sixty :: 60	0
third :: 3rd	2
deuce :: two	0
spotlight :: flashlight	0
team :: crew	0
clock :: slug	0
taxi :: cab	2
crimp :: crimping	2
hallway :: hall way	2
closed :: close	0
soda :: pop	2
stitch :: sew	0
scrunchie :: scrunchy	2
auto :: automotive	2
sleeve :: sleev	1
pendant :: pendent	1
lady :: ladie	1
unisex :: ma	0
router :: wifi	0
candy :: sweet	2
top :: crown	0
hybrid :: cross	0
lemon :: bomb	0
pinwheel :: windmill	0
mailbox :: letterbox	2
matt :: matte	0
plier :: pincer	0
woman :: wonen	2
drink :: swallow	0
channel :: chanel	1
soother :: pacifier	2
curler :: crimper	0
sunday :: sun	0
3rd :: third	2
diamond :: lozenge	0
vibrating :: vibrate	2
analyzer :: analyser	2
eighth :: 8th	2
concealed :: secret	0
foldable :: collapsable	2
eighty :: 80	0
organizing :: organizer	0
flannel :: washcloth	0
space :: place	0
sew :: stitch	0
7th :: seventh	0
gadget :: gizmo	0
also :: too	0
canister :: cannister	1
support :: hold	0
cycling :: cyclist	2
groomsman :: groomsmen	2
adjustment :: fitting	0
daylight :: daytime	0
metabolism :: metabolic	0
color :: colore	1
jockmail :: jock	0
account :: accounting	0
fragrant :: sweet	0
tummy :: stomach	2
creative :: creativity	2
growth :: growing	0
thick :: deep	0
sciatica :: sciatic	2
avenue :: drive	0
analog :: analogue	2
swimming :: swim	2
running :: jogging	2
wireless :: witeless	1
daddy :: dad	2
corsage :: bouquet	0
big :: large	0
autistic :: autism	2
lip :: edge	0
anniversary :: year	0
concentrate :: concentrated	2
balm :: salve	2
people :: person	2
cookbook :: book	1
serving :: service	0
fitted :: comforter	0
syringe :: needle	0
cat :: kat	1
woodworking :: carpentr	0
accessory :: accessorie	1
drywall :: sheetrock	0
folio :: f	0
girl :: gilmore	0
ink :: paint	0
housing :: case	0
seamless :: unlined	0
remove :: remover	1
sleepwear :: pijama	2
suction :: sucking	0
nema34 :: nema	0
mailing :: shipping	2
turn :: sour	0
pocket :: pouch	0
hike :: hiking	2
chart :: map	0
hairpin :: hair	0
wool :: woollen	2
nightshirt :: nightgown	0
six :: 6	0
quilting :: sewing	0
beanie :: beenie	1
tool :: toolset	0
girl :: fille	2
love :: loving	0
drinking :: drink	0
pickguard :: guard	0
1998 :: 98	0
cube :: block	0
organizer :: organizador	2
chubby :: fat	2
pant :: panta	2
hooded :: hoody	0
tieback :: holdback	0
lgbtq :: lgbt	1
camo :: camoflauge	2
ring :: ringing	0
masquerade :: masque	0
omelette :: omelet	1
outside :: remote	0
remote :: remoto	1
woodworking :: woodwork	2
range :: compass	0
theater :: cinema	0
half :: semi	0
mother :: mommy	2
accessory :: assessory	1
jumping :: jump	0
ladder :: lader	1
spst :: spdt	0
motivational :: motivation	2
blade :: bladed	0
guide :: guidebook	2
utopia :: paradise	0
skirt :: clothing	1
theme :: themed	2
starting :: start	0
soak :: soaking	0
14 :: fourteen	0
wing :: fly	9
roof :: rooftop	2
vacuum :: vaccuum	1
acid :: acidic	2
crimper :: crimping	2
faucet :: tap	0
paddle :: racket	2
hoody beige :: hoodie	1
acne :: pimple	2
skecher :: sketcher	1
rifle :: fish	0
mind :: sanity	0
puzzle :: puzle	1
torch :: blowtorch	0
included :: enclosed	0
gown :: dress	1
fleece :: microfleece	0
chocolate :: cocoa	0
melody :: air	0
love :: lover	0
doggie :: doggy	2
drape :: drapery	0
gas :: fuel	0
kid :: nino	2
creme :: cream	2
false :: faux	2
elastic :: springy	0
fluid :: liquid	2
gem :: jewel	1
diary :: journal	2
fixed :: stationary	0
size :: sizing	0
swim :: swimming	2
classy :: elegant	2
connect :: join	0
bridesmaid :: woman	0
terminal :: end	0
gelatine :: gelatin	2
comforter :: colcha	0
idea :: image	0
restroom :: washroom	2
diffuser :: defusser	1
exercise :: excersize	1
perfume :: fragrance	2
flip :: toss	0
growing :: grow	0
hanging :: suspension	0
curtain :: curtian	1
finish :: finishing	2
play :: fun	0
plier :: piler	1
gentleman :: gentlemen	2
tankini :: burkini	0
blouse :: tunic	0
girdle :: waistband	0
outlet :: receptacle	0
pom :: pompom	0
converter :: convertor	2
closing :: closure	0
label :: lable	1
psp1000 :: psp	0
quilt :: comforter	2
teenage :: teen	2
essential :: necessity	0
calendar :: calender	1
motorcycle :: bike	0
paint :: ink	0
lounge :: sofa	1
finance :: financial	2
unique :: singular	2
fossil :: dinosaur	0
northern :: boreal	2
seasoning :: flavoring	2
second :: 2nd	2
earth :: globe	0
shut :: close	0
smartphone :: mobile	0
8 :: 8th	0
cutlery :: silverware	2
boxer :: underwear	0
laptop :: notebook	0
ladder :: stair	0
rucksack :: knapsack	2
temporary :: temp	2
pair :: couple	1
daytime :: day	0
sleep :: sleeping	2
noise :: sound	0
seasoning :: spice	0
string :: thread	0
side :: english	0
box :: loge	0
hammock :: sack	0
organizer :: organiser	2
pistol :: handgun	1
polish :: wax	0
detective :: investigator	2
bartender :: bartending	2
luggage :: laugage	1
syringe :: syrinx	0
spike :: ear	0
toilet :: throne	0
eighteen :: 18	0
crimping :: crimp	2
canadian :: canada	2
medal :: medallion	2
breathing :: swimming	0
recliner :: reclining	0
hand :: paw	0
cycling :: bicycle	0
headlight :: headlamp	2
simply :: simple	0
method :: order	0
technology :: technic	0
youth :: kid	2
lunchbox :: basket	0
matcha :: macha	1
vocal :: voice	2
toddler :: toodler	1
essential :: essencial	1
customized :: customize	0
electric :: eletric	1
bbq :: barbeque	2
p :: pee	0
speedy :: quick	0
unlined :: smooth	0
cutting :: clipping	0
bowknot :: bow	0
rainsuit :: suit	0
oxygen :: o2	0
vaccum :: vacuum	0
tome :: story	0
cage :: caged	0
narrow :: tight	0
entry :: entrance	2
moccasin :: moc	0
toilet :: toulet	1
0 :: zero	0
haze :: fog	0
fate :: destiny	0
carry :: carrying	0
serving :: serve	2
blouse :: top	1
oriental :: asian	2
bell :: doorbell	0
foldable :: foldaway	2
hall way :: hallway	2
handgun :: pistol	2
gauge :: gage	2
dinnerware :: dishware	2
arch :: archway	2
choker :: chocker	1
bicycle :: bicicleta	2
8th :: 8	0
huge :: big	0
recipe :: formula	0
duvet :: sheet	0
70 :: seventy	0
chinese :: asian	1
killer :: assassin	0
billiard :: pool	0
tray :: trey	0
bush :: shrub	2
aging :: ageing	2
talkie :: talky	2
jump :: jumping	0
16 :: sixteenth	0
aussie :: australian	2
weightlifting :: powerlifting	2
forget :: leave	0
caring :: sensitive	0
son :: boy	2
fifty :: 50s	0
stereo :: stero	1
shoehorn :: shoe	0
coarse :: rough	2
cereal :: grain	0
silverware :: tableware	2
staple :: stapler	0
brief :: breif	1
relaxation :: relaxing	2
modeling :: model	0
removal :: removing	0
voice :: vocal	0
gel :: gell	1
necktie :: ties	1
kidney :: ren	0
emergency :: er	0
thread :: yarn	0
undershirt :: singlet	0
linoleum :: vinyl	0
coloring :: color	2
mould :: mold	0
logitech :: logitec	1
layer :: thickness	0
succulent :: suculenta	1
yu :: yugioh	0
sweatshirt :: jumper	0
memorabilia :: keepsake	2
smartwatch :: watch	1
half :: third	0
us :: usa	2
daily :: everyday	0
xma :: holiday	1
925 :: jewelry	0
cheese :: cheeze	1
pointer :: hand	0
dye :: tincture	0
diving :: diva	0
basket :: hoop	1
electric :: electrica	1
boxer :: underpant	0
installation :: install	0
lightweight :: thin	2
ii :: two	0
hello :: hi	0
map :: plan	0
winemaking :: wine	0
ride :: drive	0
cup :: box	0
stretchy :: elastic	0
dress :: trim	0
build :: construct	0
realm :: kingdom	0
dish :: dishware	1
five :: v	0
point :: item	0
petrol :: gasoline	2
military :: army	0
outlet :: receptical	0
durable :: permanent	2
90 :: ninety	0
sun :: sunlight	1
greek :: greece	2
transformer :: tranformer	1
tablet :: pill	0
aroma :: fragrance	2
courtyard :: park	0
clothe :: garment	0
19th :: 19	0
humor :: humour	2
masque :: mask	2
compatible :: compatable	1
longsleeve :: sleeve	1
dirty :: filthy	2
inflatable :: inflable	1
bouquet :: corsage	0
lbs :: pound	2
scent :: perfume    0	""
zest :: spice	0
link :: connect	0
prevention :: restraint	0
camera :: camra	1
piece :: peice	1
keto :: ketogenic	2
sunset :: last	0
sling :: slingshot	0
night :: nite	1
scent :: fragrance	2
colour :: colorful	2
purpose :: aim	0
hoodie :: sweatshirt	1
hoenn :: pokemon	0
coax :: coaxial	2
knit :: knitted	2
scent :: aroma	0
history :: log	0
mar :: march	0
1950s :: 50s	0
fitness :: exercise	0
decor :: decoracione	0
scissor :: siccor	1
adapter :: adpater	1
rollerskate :: skate	1
handy :: hand	0
id :: make	0
silicon :: silicone	2
swaddle :: swaddleme	0
rider :: passenger	2
polisher :: polishing	2
firewood :: fireplace	0
unisex :: man	1
bead :: beed	1
accessory :: accesorio	1
rv :: camper	2
bikini :: swimsuit	1
favor :: favour	2
iii :: ii	0
alcremie :: pokemon	0
2nd :: 2	0
pci :: pcie	0
espresso :: expresso	1
shelf :: shelve	2
tag :: tage	1
concentrated :: concentrate	2
type :: sort	0
rattan :: ratan	2
look :: looking	0
ukulele :: guitar	0
rustproof :: stainless	0
4th :: fourth	0
mosquito :: insect	1
wine :: vino	2
mix :: mixture	0
weightlifting :: bodybuilding	2
fish :: donkey	0
endless :: infinite	2
barbecue :: bbq	2
tieback :: tie	0
poinsettia :: pointsetta	1
wash :: laundry	0
fork :: pitchfork	0
cycling :: biking	2
underwear :: underwaer	1
esteem :: respect	0
work :: working	0
pocket :: bag	0
shine :: glitter	0
lavender :: lavendar	1
brow :: eyebrow	0
item :: point	0
backsplash :: splashback	0
mad :: angry	0
discovery :: find	0
lightstrip :: light	0
stylus :: style	0
mirror :: mirrow	1
flashlight :: flash light	2
rucksack :: daypack	2
swimdress :: swimwear	1
music :: song	0
dimmable :: dimable	1
building :: erection	0
tattoo :: tatto	1
row :: rowing	2
12 :: twelfth	0
donut :: doughnut	2
aux :: auxillary	0
courtyard :: place	0
five :: 5th	0
solar :: outdoor	0
nighttime :: night	2
carving :: cutting	0
grad :: grade	0
xvi :: 16	0
wallet :: walet	1
odor :: odour	2
porch :: outdoor	0
floor :: deck	0
sandal :: sandel	1
numeral :: number	2
woodland :: timberland	0
agenda :: planner	0
inflator :: inflater	2
shooter :: gun	0
blend :: mix	2
chromebook :: pixelbook	0
moisture :: cream	0
pant :: clothe	1
retirement :: retired	0
quilting :: quilter	0
headset :: audifono	2
bingo :: house	0
stretch :: stretching	0
urine :: pee	2
emergency :: survival	0
auto :: automobile	2
notebook :: notepad	0
burner :: recorder	0
gigabit :: gbit	1
whiskey :: whisky	1
gentle :: soft	0
full :: broad	0
silvery :: silver	0
acting :: action	0
smiling :: smiley	2
squishy :: squish	0
cooking :: cook	2
glue :: glu	1
surgery :: surgical	2
stretch :: strech	1
coat :: coating	0
st :: saint	1
9 :: 9th	0
gfci :: gfi	0
grandma :: granny	2
combat :: action	0
usa :: us	2
7th :: 7	0
shampoo :: shampo	1
colored :: colorful	2
one :: i	0
fastening :: attachment	0
dad :: pa	2
basin :: tub	0
grooming :: curry	0
broadcast :: air	0
biscuit :: cookie	0
scrubbing :: scouring	2
beanie :: beany	2
glove :: glive	1
tricycle :: trike	2
chart :: graph	0
blouse :: blusa	2
golf disc :: frisbee	0
dusk :: twilight	2
rain :: rainwater	0
tattoo :: tatoo	1
autism :: autistic	2
spanner :: wrench	2
beauty :: fitness	0
kitchenaid :: aid	0
sucking :: suck	2
goddess :: lady	0
college :: university	2
decorative :: decorativo	1
four :: 4	0
waterer :: watering	2
coke :: coca	1
40 :: 40th	0
rowing :: row	2
pendant :: neckless	1
sparkle :: glitter	0
energy :: vitality	0
fuchsia :: magenta	2
lantern :: latern	1
70s :: seventy	0
boat :: ship	2
pant :: pantalon	2
18m :: baby	0
labor :: labour	2
mantel :: mantle	0
dad :: daddy	2
student :: pupil	2
vibration :: vibe	0
barbie :: barby	1
needlework :: sewing	0
herbal :: herb	2
picture :: photo	0
absorbent :: absorbant	2
measuring :: measurer	2
bit :: piece	0
fin :: flipper	0
lifetime :: life	0
bracelet :: brazalete	1
cologne :: perfume	0
protector :: minder	0
boutique :: shop	0
chopper :: chop	0
reduction :: reducing	0
tableware :: silverware	2
drone :: dron	1
hairband :: headband	0
rotate :: rotating	2
bluetooth :: bluethoot	1
tall :: high	0
ruffle :: ruffled	2
10th :: 10	0
rising :: rise	0
lunch :: dinner	0
botton :: button	0
acupuncture :: acupressure  0	""
factory :: mill	0
gnome :: knome	1
walking :: walk	2
cartridge :: catridge	1
medication :: medicine	2
document :: file	0
dinosaur :: dinosaurio	1
movie :: film	2
bible :: word	0
champagne :: bubbly	0
holiday :: vacation	1
doorway :: door way	2
ceiling :: celling	1
electric :: electic	1
wrap :: wrapper	0
lounger :: recliner	2
doorstop :: stop	0
